launch_date,year,decade,mission_success,rocket_family_grouped,launch_site_grouped,country_grouped,payload_capacity_kg,payload_capacity_known,vehicle_prior_flights,vehicle_prior_success_rate,site_prior_flights,site_prior_success_rate,country_prior_flights,country_prior_success_rate,vehicle_age_days,weather_available,wind_speed_max_kmh,temp_max_c,precipitation_mm
1969-12-11 12:59:00,1969.0,1960.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,48,0.9791666666666666,24,0.9583333333333334,162,0.8888888888888888,1514,True,11.0,-0.2,0.0
1969-12-20 03:26:00,1969.0,1960.0,1,Cosmos-3M (11K65M),Site 132/1,Russia,1400,True,15,0.8666666666666667,2,1.0,163,0.8895705521472392,949,True,14.1,-16.6,0.0
1969-12-23 09:25:00,1969.0,1960.0,1,Tsyklon-2,Site 90/20,Kazakhstan,4000,True,2,1.0,3,1.0,274,0.7737226277372263,139,False,,,
1969-12-23 13:50:00,1969.0,1960.0,1,Voskhod,Site 41/1,Russia,5700,True,112,0.9464285714285714,63,0.8888888888888888,164,0.8902439024390244,2229,True,5.7,-18.0,0.4
1969-12-25 09:59:00,1969.0,1960.0,1,Cosmos-2I (63SM),Site 86/1,Russia,1400,True,49,0.9795918367346939,36,0.9444444444444444,165,0.8909090909090909,1528,False,,,
1969-12-27 14:20:00,1969.0,1960.0,0,Cosmos-3M (11K65M),Site 132/1,Russia,1400,True,16,0.875,3,1.0,166,0.891566265060241,957,True,10.2,-7.6,0.7
1970-01-09 09:20:00,1970.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,113,0.9469026548672567,91,0.9120879120879121,275,0.7745454545454545,2245,True,32.2,-3.6,0.0
1970-01-14 18:43:00,1970.0,1970.0,1,other,SLC-4W,USA,21640,True,2,1.0,35,0.9714285714285714,348,0.7442528735632183,144,False,,,
1970-01-15 13:40:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,50,0.98,25,0.96,167,0.8862275449101796,1549,False,,,
1970-01-16 10:59:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 86/1,Russia,1400,True,51,0.9803921568627451,37,0.9459459459459459,168,0.8869047619047619,1550,False,,,
1970-01-20 20:20:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,52,0.9807692307692307,26,0.9615384615384616,169,0.8875739644970414,1554,False,,,
1970-01-21 12:00:00,1970.0,1970.0,1,Voskhod,Site 41/1,Russia,5700,True,114,0.9473684210526315,64,0.890625,170,0.888235294117647,2258,False,,,
1970-01-30 15:40:00,1970.0,1970.0,0,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,53,0.9811320754716981,27,0.9629629629629629,171,0.8888888888888888,1564,False,,,
1970-02-06 04:16:00,1970.0,1970.0,0,Proton K/Block D,Site 81/23,Kazakhstan,23000,True,17,0.29411764705882354,10,0.4,276,0.7753623188405797,1063,False,,,
1970-02-10 12:00:00,1970.0,1970.0,1,Voskhod,Site 41/1,Russia,5700,True,115,0.9478260869565217,65,0.8923076923076924,172,0.8837209302325582,2278,False,,,
1970-02-11 04:25:00,1970.0,1970.0,1,other,other,Japan,10750,False,0,0.9037636969985707,0,0.9037636969985707,0,0.9037636969985707,0,False,,,
1970-02-17 18:57:00,1970.0,1970.0,1,Molniya-M /Block L,Site 43/4,Russia,1600,True,16,0.8125,1,1.0,173,0.884393063583815,1597,False,,,
1970-02-27 17:24:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,54,0.9629629629629629,28,0.9285714285714286,174,0.8850574712643678,1592,False,,,
1970-03-04 12:14:00,1970.0,1970.0,1,Voskhod,Site 43/4,Russia,5700,True,116,0.9482758620689655,2,1.0,175,0.8857142857142857,2300,False,,,
1970-03-10 15:20:00,1970.0,1970.0,1,other,other,France,10750,False,0,0.9037636969985707,0,0.9037636969985707,4,0.75,0,False,,,
1970-03-13 08:00:00,1970.0,1970.0,1,Voskhod,Site 43/4,Russia,5700,True,117,0.9487179487179487,3,1.0,176,0.8863636363636364,2308,False,,,
1970-03-17 11:10:00,1970.0,1970.0,0,Vostok-2M,Site 41/1,Russia,4730,True,13,0.8461538461538461,66,0.8939393939393939,177,0.8870056497175142,2026,False,,,
1970-03-18 14:39:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,55,0.9636363636363636,29,0.9310344827586207,178,0.8820224719101124,1611,False,,,
1970-03-27 11:45:00,1970.0,1970.0,1,Voskhod,Site 41/1,Russia,5700,True,118,0.9491525423728814,67,0.8805970149253731,179,0.88268156424581,2323,False,,,
1970-04-03 08:30:00,1970.0,1970.0,1,Voskhod,Site 43/4,Russia,5700,True,119,0.9495798319327731,4,1.0,180,0.8833333333333333,2329,False,,,
1970-04-07 11:10:00,1970.0,1970.0,1,Cosmos-3M (11K65M),Site 132/2,Russia,1400,True,17,0.8235294117647058,13,0.8461538461538461,181,0.8839779005524862,1058,False,,,
1970-04-08 10:15:00,1970.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,120,0.95,92,0.9130434782608695,277,0.7725631768953068,2334,True,35.2,22.0,5.7
1970-04-08 10:50:00,1970.0,1970.0,1,Titan IIIC,SLC-40,USA,21640,True,13,0.7692307692307693,3,0.6666666666666666,349,0.7449856733524355,1754,False,,,
1970-04-11 17:00:00,1970.0,1970.0,1,Cosmos-3M (11K65M),Site 132/2,Russia,1400,True,18,0.8333333333333334,14,0.8571428571428571,182,0.8846153846153846,1062,False,,,
1970-04-11 19:13:00,1970.0,1970.0,1,Saturn V,LC-39A,USA,10750,False,7,0.8571428571428571,6,0.8333333333333334,350,0.7457142857142857,884,True,17.2,24.2,0.0
1970-04-15 09:00:00,1970.0,1970.0,1,Voskhod,Site 41/1,Russia,5700,True,121,0.9504132231404959,68,0.8823529411764706,183,0.8852459016393442,2341,False,,,
1970-04-15 15:52:00,1970.0,1970.0,1,other,SLC-4W,USA,21640,True,3,1.0,36,0.9722222222222222,351,0.7464387464387464,234,False,,,
1970-04-23 13:20:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,56,0.9642857142857143,30,0.9333333333333333,184,0.8858695652173914,1647,False,,,
1970-04-24 13:35:00,1970.0,1970.0,1,other,other,China,10750,False,0,0.9037636969985707,0,0.9037636969985707,0,0.9037636969985707,0,False,,,
1970-04-24 22:24:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 86/1,Russia,1400,True,57,0.9649122807017544,38,0.9473684210526315,185,0.8864864864864865,1648,False,,,
1970-04-25 17:09:00,1970.0,1970.0,1,Cosmos-3M (11K65M),Site 132/2,Russia,1400,True,19,0.8421052631578947,15,0.8666666666666667,186,0.8870967741935484,1076,False,,,
1970-04-28 10:50:00,1970.0,1970.0,1,Vostok-2M,Site 41/1,Russia,4730,True,14,0.7857142857142857,69,0.8840579710144928,187,0.8877005347593583,2068,False,,,
1970-05-12 10:10:00,1970.0,1970.0,1,Voskhod,Site 41/1,Russia,5700,True,122,0.9508196721311475,70,0.8857142857142857,188,0.8882978723404256,2368,False,,,
1970-05-20 09:20:00,1970.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,123,0.9512195121951219,93,0.9139784946236559,278,0.7733812949640287,2376,True,30.1,31.9,0.5
1970-05-22 12:39:00,1970.0,1970.0,0,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,58,0.9655172413793104,31,0.9354838709677419,189,0.8888888888888888,1676,False,,,
1970-06-01 19:00:00,1970.0,1970.0,1,Soyuz,Site 31/6,Kazakhstan,7020,True,16,0.9375,94,0.9148936170212766,279,0.7741935483870968,1281,True,30.6,28.8,0.6
1970-06-10 09:30:00,1970.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,124,0.9516129032258065,95,0.9157894736842105,280,0.775,2397,True,28.3,16.6,0.6
1970-06-12 06:06:00,1970.0,1970.0,0,other,other,other,10750,False,2,0.5,2,0.5,2,0.5,559,False,,,
1970-06-12 09:30:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 86/1,Russia,1400,True,59,0.9491525423728814,39,0.9487179487179487,190,0.8842105263157894,1697,False,,,
1970-06-13 04:59:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,60,0.95,32,0.90625,191,0.8848167539267016,1697,False,,,
1970-06-17 12:59:00,1970.0,1970.0,1,Voskhod,Site 43/4,Russia,5700,True,125,0.952,5,1.0,192,0.8854166666666666,2405,False,,,
1970-06-19 11:37:00,1970.0,1970.0,1,Atlas-SLV3A Agena-D,LC-13,USA,10750,False,3,1.0,12,0.9166666666666666,352,0.7471590909090909,836,False,,,
1970-06-23 14:15:00,1970.0,1970.0,1,Vostok-2M,Site 41/1,Russia,4730,True,15,0.8,71,0.8873239436619719,193,0.8860103626943006,2124,False,,,
1970-06-25 14:50:00,1970.0,1970.0,1,other,SLC-4W,USA,21640,True,4,1.0,37,0.972972972972973,353,0.7478753541076487,305,False,,,
1970-06-26 03:23:00,1970.0,1970.0,1,Molniya-M /Block L,Site 43/4,Russia,1600,True,17,0.8235294117647058,6,1.0,194,0.8865979381443299,1725,False,,,
1970-06-26 12:00:00,1970.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,126,0.9523809523809523,96,0.9166666666666666,281,0.7758007117437722,2414,True,29.5,28.0,0.0
1970-06-27 07:39:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,61,0.9508196721311475,33,0.9090909090909091,195,0.8871794871794871,1712,False,,,
1970-06-27 16:40:00,1970.0,1970.0,0,Cosmos-3M (11K65M),Site 132/2,Russia,1400,True,20,0.85,16,0.875,196,0.8877551020408163,1139,False,,,
1970-07-07 10:30:00,1970.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,127,0.952755905511811,97,0.9175257731958762,282,0.776595744680851,2424,True,19.7,31.8,0.0
1970-07-09 13:35:00,1970.0,1970.0,1,Voskhod,Site 41/1,Russia,5700,True,128,0.953125,72,0.8888888888888888,197,0.883248730964467,2427,False,,,
1970-07-21 12:30:00,1970.0,1970.0,0,Voskhod,Site 43/4,Russia,5700,True,129,0.9534883720930233,7,1.0,198,0.8838383838383839,2439,False,,,
1970-07-28 22:00:00,1970.0,1970.0,1,Tsyklon,other,Kazakhstan,4000,True,15,0.8,1,1.0,283,0.7773851590106007,1409,False,,,
1970-07-31 02:00:00,1970.0,1970.0,1,Cosmos-3MRB (65MRB),Site 86/1,Russia,1400,True,1,1.0,40,0.95,199,0.8793969849246231,413,False,,,
1970-08-07 02:59:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 86/1,Russia,1400,True,62,0.9516129032258065,41,0.9512195121951219,200,0.88,1752,False,,,
1970-08-07 09:30:00,1970.0,1970.0,1,Voskhod,Site 43/4,Russia,5700,True,130,0.9461538461538461,8,0.875,201,0.8805970149253731,2455,False,,,
1970-08-10 19:59:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,63,0.9523809523809523,34,0.9117647058823529,202,0.8811881188118812,1756,False,,,
1970-08-17 05:38:00,1970.0,1970.0,1,other,Site 31/6,Kazakhstan,1600,True,0,0.9037636969985707,98,0.9183673469387755,284,0.778169014084507,0,True,24.0,31.5,0.0
1970-08-18 14:45:00,1970.0,1970.0,1,other,SLC-4W,USA,21640,True,5,1.0,38,0.9736842105263158,354,0.748587570621469,359,False,,,
1970-08-19 14:59:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,64,0.953125,35,0.9142857142857143,203,0.8817733990147784,1765,False,,,
1970-08-20 14:30:00,1970.0,1970.0,0,Cosmos-3M (11K65M),Site 132/1,Russia,1400,True,21,0.8095238095238095,4,0.75,204,0.8823529411764706,1193,False,,,
1970-08-22 05:06:00,1970.0,1970.0,0,other,Site 31/6,Kazakhstan,1600,True,1,1.0,99,0.9191919191919192,285,0.7789473684210526,4,True,17.7,30.5,0.0
1970-08-29 08:30:00,1970.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,131,0.9465648854961832,100,0.91,286,0.7762237762237763,2477,True,33.3,30.8,0.0
1970-09-01 01:00:00,1970.0,1970.0,1,Atlas-SLV3A Agena-D,LC-13,USA,10750,False,4,1.0,13,0.9230769230769231,355,0.7492957746478873,910,False,,,
1970-09-08 10:30:00,1970.0,1970.0,1,Voskhod,Site 41/1,Russia,5700,True,132,0.946969696969697,73,0.8904109589041096,205,0.8780487804878049,2487,False,,,
1970-09-12 13:25:00,1970.0,1970.0,1,Proton K/Block D,Site 81/23,Kazakhstan,23000,True,18,0.2777777777777778,11,0.36363636363636365,287,0.7770034843205574,1282,False,,,
1970-09-16 12:00:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,65,0.9538461538461539,36,0.9166666666666666,206,0.8786407766990292,1793,False,,,
1970-09-17 08:10:00,1970.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,133,0.9473684210526315,101,0.9108910891089109,288,0.7777777777777778,2496,True,22.7,16.6,0.6
1970-09-22 05:00:00,1970.0,1970.0,0,other,Mu Pad,Japan,10750,False,0,0.9037636969985707,0,0.9037636969985707,1,1.0,0,False,,,
1970-09-22 13:00:00,1970.0,1970.0,1,Voskhod,Site 41/1,Russia,5700,True,134,0.9477611940298507,74,0.8918918918918919,207,0.8792270531400966,2502,False,,,
1970-09-25 14:05:00,1970.0,1970.0,1,Tsyklon,other,Kazakhstan,4000,True,16,0.8125,6,0.8333333333333334,289,0.7785467128027682,1468,False,,,
1970-09-29 08:14:00,1970.0,1970.0,1,Molniya-M /Block L,Site 43/4,Russia,1600,True,18,0.8333333333333334,9,0.8888888888888888,208,0.8798076923076923,1821,False,,,
1970-10-01 08:20:00,1970.0,1970.0,1,Voskhod,Site 1/5,Kazakhstan,5700,True,135,0.9481481481481482,123,0.7317073170731707,290,0.7793103448275862,2510,True,25.1,32.0,0.0
1970-10-03 10:26:00,1970.0,1970.0,1,Tsyklon-2,Site 90/19,Kazakhstan,4000,True,3,1.0,7,0.7142857142857143,291,0.7800687285223368,423,False,,,
1970-10-08 12:39:00,1970.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,136,0.9485294117647058,102,0.9117647058823529,292,0.7808219178082192,2518,True,18.2,21.3,0.0
1970-10-08 15:10:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,66,0.9545454545454546,37,0.918918918918919,209,0.8803827751196173,1815,False,,,
1970-10-09 11:04:00,1970.0,1970.0,1,Voskhod,Site 1/5,Kazakhstan,5700,True,137,0.948905109489051,124,0.7338709677419355,293,0.7815699658703071,2519,True,15.5,17.9,0.0
1970-10-12 13:57:00,1970.0,1970.0,1,Cosmos-3M (11K65M),Site 132/1,Russia,1400,True,22,0.7727272727272727,5,0.6,210,0.8809523809523809,1246,False,,,
1970-10-14 11:30:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,67,0.9552238805970149,38,0.9210526315789473,211,0.8815165876777251,1821,False,,,
1970-10-15 11:22:00,1970.0,1970.0,1,Vostok-2M,Site 41/1,Russia,4730,True,16,0.8125,75,0.8933333333333333,212,0.8820754716981132,2238,False,,,
1970-10-16 15:00:00,1970.0,1970.0,1,Cosmos-3M (11K65M),Site 132/1,Russia,1400,True,23,0.782608695652174,6,0.6666666666666666,213,0.8826291079812206,1250,False,,,
1970-10-20 05:38:00,1970.0,1970.0,1,Tsyklon-2,Site 90/19,Kazakhstan,4000,True,4,1.0,8,0.75,294,0.782312925170068,439,False,,,
1970-10-20 19:55:00,1970.0,1970.0,1,Proton K/Block D,Site 81/23,Kazakhstan,23000,True,19,0.3157894736842105,12,0.4166666666666667,295,0.7830508474576271,1320,False,,,
1970-10-23 04:42:00,1970.0,1970.0,1,Tsyklon-2,Site 90/20,Kazakhstan,4000,True,5,1.0,4,1.0,296,0.7837837837837838,442,False,,,
1970-10-23 17:40:00,1970.0,1970.0,1,other,SLC-4W,USA,21640,True,6,1.0,39,0.9743589743589743,356,0.75,426,False,,,
1970-10-30 02:36:00,1970.0,1970.0,1,Tsyklon-2,Site 90/20,Kazakhstan,4000,True,6,1.0,5,1.0,297,0.7845117845117845,449,False,,,
1970-10-30 13:20:00,1970.0,1970.0,1,Voskhod,Site 43/4,Russia,5700,True,138,0.9492753623188406,10,0.9,214,0.883177570093458,2540,False,,,
1970-11-02 00:34:00,1970.0,1970.0,0,other,other,other,10750,False,0,0.9037636969985707,3,0.3333333333333333,3,0.3333333333333333,0,False,,,
1970-11-06 10:35:00,1970.0,1970.0,0,Titan III(23)C,SLC-40,USA,21640,True,0,0.9037636969985707,4,0.75,357,0.7507002801120448,0,False,,,
1970-11-10 14:40:00,1970.0,1970.0,1,Proton K/Block D,Site 81/23,Kazakhstan,23000,True,20,0.35,13,0.46153846153846156,298,0.785234899328859,1341,False,,,
1970-11-11 09:20:00,1970.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,139,0.9496402877697842,103,0.912621359223301,299,0.7859531772575251,2551,True,26.3,1.9,0.0
1970-11-24 05:15:00,1970.0,1970.0,1,other,Site 31/6,Kazakhstan,7020,True,0,0.9037636969985707,104,0.9134615384615384,300,0.7866666666666666,0,True,25.5,-1.3,0.0
1970-11-24 10:59:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,68,0.9558823529411765,39,0.9230769230769231,215,0.8837209302325582,1862,False,,,
1970-11-27 15:47:00,1970.0,1970.0,1,Molniya-M /Block L,Site 43/4,Russia,1600,True,19,0.8421052631578947,11,0.9090909090909091,216,0.8842592592592593,1880,False,,,
1970-11-30 22:40:00,1970.0,1970.0,0,Atlas-SLV3C Centaur-D,SLC-36B,USA,10750,False,8,0.875,8,0.875,358,0.7486033519553073,1179,False,,,
1970-12-02 04:00:00,1970.0,1970.0,1,Cosmos-3M (11K65M),Site 132/2,Russia,1400,True,24,0.7916666666666666,17,0.8235294117647058,217,0.8847926267281107,1296,False,,,
1970-12-02 17:00:00,1970.0,1970.0,1,Proton K/Block D,Site 81/23,Kazakhstan,23000,True,21,0.38095238095238093,14,0.5,301,0.7873754152823921,1363,False,,,
1970-12-03 13:55:00,1970.0,1970.0,1,Voskhod,Site 43/4,Russia,5700,True,140,0.95,12,0.9166666666666666,218,0.8853211009174312,2574,False,,,
1970-12-10 11:10:00,1970.0,1970.0,1,Voskhod,Site 41/1,Russia,5700,True,141,0.950354609929078,76,0.8947368421052632,219,0.8858447488584474,2581,False,,,
1970-12-12 10:53:00,1970.0,1970.0,1,other,other,other,10750,False,1,1.0,1,1.0,1,1.0,1326,False,,,
1970-12-12 12:00:00,1970.0,1970.0,1,other,other,France,10750,False,1,1.0,1,1.0,5,0.8,276,False,,,
1970-12-12 13:00:00,1970.0,1970.0,1,Cosmos-3M (11K65M),Site 132/2,Russia,1400,True,25,0.8,18,0.8333333333333334,220,0.8863636363636364,1307,False,,,
1970-12-15 10:00:00,1970.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,142,0.9507042253521126,105,0.9142857142857143,302,0.7880794701986755,2585,True,17.0,-8.2,0.0
1970-12-16 04:30:00,1970.0,1970.0,1,Cosmos-3M (11K65M),Site 132/2,Russia,1400,True,26,0.8076923076923077,19,0.8421052631578947,221,0.8868778280542986,1310,False,,,
1970-12-18 09:39:00,1970.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,69,0.9565217391304348,40,0.925,222,0.8873873873873874,1886,False,,,
1970-12-18 16:15:00,1970.0,1970.0,1,Vostok-2M,Site 41/1,Russia,4730,True,17,0.8235294117647058,77,0.8961038961038961,223,0.8878923766816144,2303,False,,,
1970-12-22 21:30:00,1970.0,1970.0,0,Cosmos-3M (11K65M),Site 132/2,Russia,1400,True,27,0.8148148148148148,20,0.85,224,0.8883928571428571,1317,False,,,
1970-12-25 03:50:00,1970.0,1970.0,1,Molniya-M /Block L,Site 1/5,Kazakhstan,1600,True,20,0.85,125,0.736,303,0.7887788778877888,1907,True,10.7,-10.4,2.1
1971-01-12 09:30:00,1971.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,143,0.951048951048951,106,0.9150943396226415,304,0.7894736842105263,2613,True,40.7,-1.9,0.9
1971-01-14 12:00:00,1971.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,70,0.9571428571428572,41,0.926829268292683,225,0.8844444444444445,1913,False,,,
1971-01-20 11:24:00,1971.0,1970.0,1,Vostok-2M,Site 41/1,Russia,4730,True,18,0.8333333333333334,78,0.8974358974358975,226,0.8849557522123894,2335,False,,,
1971-01-21 08:40:00,1971.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,144,0.9513888888888888,107,0.9158878504672897,305,0.7901639344262295,2622,True,8.6,-4.7,0.0
1971-01-21 18:28:00,1971.0,1970.0,1,other,SLC-4W,USA,21640,True,7,1.0,40,0.975,359,0.7465181058495822,516,False,,,
1971-01-26 00:36:00,1971.0,1970.0,1,Atlas-SLV3C Centaur-D,SLC-36A,USA,10750,False,9,0.7777777777777778,12,0.5833333333333334,360,0.7472222222222222,1235,False,,,
1971-01-26 12:44:00,1971.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,71,0.9577464788732394,42,0.9285714285714286,227,0.8854625550660793,1925,False,,,
1971-01-31 21:03:00,1971.0,1970.0,1,Saturn V,LC-39A,USA,10750,False,8,0.875,7,0.8571428571428571,361,0.7479224376731302,1179,True,25.1,23.6,0.4
1971-02-09 18:48:00,1971.0,1970.0,1,Cosmos-3M (11K65M),Site 132/1,Russia,1400,True,28,0.7857142857142857,7,0.7142857142857143,228,0.8859649122807017,1366,False,,,
1971-02-16 04:00:00,1971.0,1970.0,1,other,Mu Pad,Japan,10750,False,1,0.0,1,0.0,2,0.5,146,False,,,
1971-02-17 21:10:00,1971.0,1970.0,1,Cosmos-3M (11K65M),Site 132/1,Russia,1400,True,29,0.7931034482758621,8,0.75,229,0.8864628820960698,1374,False,,,
1971-02-18 13:59:00,1971.0,1970.0,1,Voskhod,Site 43/3,Russia,5700,True,145,0.9517241379310345,0,0.9037636969985707,230,0.8869565217391304,2651,False,,,
1971-02-21 05:00:00,1971.0,1970.0,1,other,Mu Pad,Japan,10750,False,0,0.9037636969985707,2,0.5,3,0.6666666666666666,0,False,,,
1971-02-25 11:11:00,1971.0,1970.0,1,Tsyklon-2,Site 90/20,Kazakhstan,4000,True,7,1.0,6,1.0,306,0.7908496732026143,568,False,,,
1971-02-26 05:06:00,1971.0,1970.0,1,other,Site 31/6,Kazakhstan,7020,True,1,1.0,108,0.9166666666666666,307,0.7915309446254072,93,True,16.1,-13.1,0.0
1971-03-03 09:30:00,1971.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,146,0.952054794520548,109,0.9174311926605505,308,0.7922077922077922,2663,True,26.1,-9.9,0.0
1971-03-03 12:15:00,1971.0,1970.0,1,other,other,China,10750,False,1,1.0,1,1.0,1,1.0,312,False,,,
1971-03-04 14:27:00,1971.0,1970.0,1,Tsyklon-2,Site 90/20,Kazakhstan,4000,True,8,1.0,7,1.0,309,0.7928802588996764,575,False,,,
1971-03-05 01:02:00,1971.0,1970.0,0,Voskhod,Site 43/4,Russia,5700,True,147,0.9523809523809523,13,0.9230769230769231,231,0.8874458874458875,2665,False,,,
1971-03-05 08:15:00,1971.0,1970.0,0,Cosmos-2I (63SM),Site 86/1,Russia,1400,True,72,0.9583333333333334,42,0.9523809523809523,232,0.8836206896551724,1963,False,,,
1971-03-18 21:45:00,1971.0,1970.0,1,Cosmos-3M (11K65M),Site 132/1,Russia,1400,True,30,0.8,9,0.7777777777777778,233,0.8798283261802575,1403,False,,,
1971-03-21 03:45:00,1971.0,1970.0,1,other,SLC-4W,USA,21640,True,0,0.9037636969985707,41,0.975609756097561,362,0.7486187845303868,0,False,,,
1971-03-23 11:30:00,1971.0,1970.0,1,Cosmos-3M (11K65M),Site 132/1,Russia,1400,True,31,0.8064516129032258,10,0.8,234,0.8803418803418803,1408,False,,,
1971-03-27 10:59:00,1971.0,1970.0,1,Voskhod,Site 43/4,Russia,5700,True,148,0.9459459459459459,14,0.8571428571428571,235,0.8808510638297873,2688,False,,,
1971-04-01 11:29:00,1971.0,1970.0,1,Tsyklon-2,Site 90/19,Kazakhstan,4000,True,9,1.0,9,0.7777777777777778,310,0.7935483870967742,603,False,,,
1971-04-02 08:20:00,1971.0,1970.0,1,Voskhod,Site 43/3,Russia,5700,True,149,0.9463087248322147,1,1.0,236,0.8813559322033898,2693,False,,,
1971-04-07 07:10:00,1971.0,1970.0,1,Vostok-2M,Site 43/4,Russia,4730,True,19,0.8421052631578947,15,0.8666666666666667,237,0.8818565400843882,2412,False,,,
1971-04-14 08:00:00,1971.0,1970.0,1,Voskhod,Site 43/3,Russia,5700,True,150,0.9466666666666667,2,1.0,238,0.8823529411764706,2705,False,,,
1971-04-15 09:09:00,1971.0,1970.0,1,other,other,France,10750,False,2,1.0,2,1.0,6,0.8333333333333334,400,False,,,
1971-04-17 11:44:00,1971.0,1970.0,1,Vostok-2M,Site 43/4,Russia,4730,True,20,0.85,16,0.875,239,0.8828451882845189,2422,False,,,
1971-04-19 01:40:00,1971.0,1970.0,1,other,Site 81/24,Kazakhstan,23000,True,1,1.0,12,0.4166666666666667,311,0.7942122186495176,883,False,,,
1971-04-22 04:22:00,1971.0,1970.0,1,Cosmos-3MRB (65MRB),Site 86/1,Russia,1400,True,2,1.0,43,0.9302325581395349,240,0.8833333333333333,678,False,,,
1971-04-22 15:30:00,1971.0,1970.0,1,other,SLC-4W,USA,21640,True,8,1.0,42,0.9761904761904762,363,0.7493112947658402,606,False,,,
1971-04-22 23:54:00,1971.0,1970.0,1,Soyuz,Site 1/5,Kazakhstan,7020,True,17,0.9411764705882353,126,0.7380952380952381,312,0.7948717948717948,1606,True,19.7,12.7,0.1
1971-04-24 07:32:00,1971.0,1970.0,1,other,other,other,10750,False,2,1.0,0,0.9037636969985707,2,1.0,1458,False,,,
1971-04-24 11:15:00,1971.0,1970.0,1,Cosmos-2I (63SM),Site 133/3,Russia,1400,True,73,0.9452054794520548,43,0.9302325581395349,241,0.8838174273858921,2013,False,,,
1971-04-28 14:35:00,1971.0,1970.0,1,Cosmos-3M (11K65M),Site 132/1,Russia,1400,True,32,0.8125,11,0.8181818181818182,242,0.8842975206611571,1444,False,,,
1971-05-05 07:43:00,1971.0,1970.0,1,Titan III(23)C,SLC-40,USA,21640,True,1,0.0,5,0.6,364,0.75,179,False,,,
1971-05-06 06:20:00,1971.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,151,0.9470198675496688,110,0.9181818181818182,313,0.7955271565495208,2727,True,24.0,23.7,1.6
1971-05-07 14:20:00,1971.0,1970.0,1,Cosmos-3M (11K65M),Site 132/1,Russia,1400,True,33,0.8181818181818182,12,0.8333333333333334,243,0.8847736625514403,1453,False,,,
1971-05-09 01:11:00,1971.0,1970.0,0,Atlas-SLV3C Centaur-D,SLC-36A,USA,10750,False,10,0.8,13,0.6153846153846154,365,0.7506849315068493,1338,False,,,
1971-05-10 16:58:00,1971.0,1970.0,1,Proton K/Block D,Site 81/23,Kazakhstan,23000,True,22,0.4090909090909091,15,0.5333333333333333,314,0.7961783439490446,1522,False,,,
1971-05-18 08:00:00,1971.0,1970.0,1,Voskhod,Site 31/6,Kazakhstan,5700,True,152,0.9473684210526315,111,0.918918918918919,315,0.7968253968253968,2739,True,24.3,19.3,0.0
